Plant ID,Plant Name,Family,Watering Frequency,Min Ideal Temperature in Celicius,Max Ideal Temperature in Celicius,Sunlight,Air temperature in Celicius,Sun Hours,Sunlight outside
1359517,Trifolium pratense L.,Fabaceae,More often than Every week,20,35,Full sun location,36,7,Full sun
1359616,Punica granatum L.,Lythraceae,More often than Every 1-2 weeks,5,38,Full sun location,51,7,Full sun
1359620,Alcea rosea L.,Malvaceae,More often than Every week,0,35,Full sun location,38,7,Full sun
1360978,Pancratium maritimum L.,Amaryllidaceae,More often than Every week,15,35,Full sun location,43,7,Full sun
1361656,Ophrys apifera Huds.,Orchidaceae,More often than Every 1-2 weeks,10,35,Partial sun location,52,4,Partial sun
1361823,Lamium galeobdolon (L.) L.,Lamiaceae,More often than Every week,20,35,Partial sun location,47,4,Partial sun
1361824,Lavandula angustifolia Mill.,Lamiaceae,More often than Every week,5,35,Full sun location,36,7,Full sun
1362490,Sedum rupestre L.,Crassulaceae,More often than Every week,10,35,Full sun location,44,7,Full sun
1363128,Papaver rhoeas L.,Papaveraceae,More often than Every week,20,35,Full sun location,58,7,Full sun
1363130,Papaver somniferum L.,Papaveraceae,More often than Twice per week,20,35,Full sun location,57,7,Full sun
1363227,Daucus carota L.,Apiaceae,More often than Twice per week,20,35,Full sun location,45,7,Full sun
1363336,Smilax aspera L.,Smilacaceae,More often than Every 3 weeks,15,38,Full sun location,55,7,Full sun
1363740,Trifolium repens L.,Fabaceae,More often than Every week,0,35,Full sun location,48,7,Full sun
1363764,Acacia dealbata Link,Fabaceae,More often than Every 1-2 weeks,15,38,Full sun location,39,7,Full sun
1363991,Fragaria vesca L.,Rosaceae,More often than Every week,5,35,Full sun location,45,7,Full sun
1364099,Centranthus ruber (L.) DC.,Caprifoliaceae,More often than Every week,20,35,Full sun location,43,7,Full sun
1364164,Lapsana communis L.,Asteraceae,More often than Every week,20,35,Partial sun location,59,4,Partial sun
1364173,Lactuca serriola L.,Asteraceae,More often than Every week,20,35,Full sun location,54,7,Full sun
1367432,Lupinus polyphyllus Lindl.,Fabaceae,More often than Every 1-2 weeks,0,35,Full sun location,37,7,Full sun
1369887,Trachelospermum jasminoides (Lindl.) Lem.,Apocynaceae,More often than Every week,15,38,Partial sun location,42,4,Partial sun
1374048,Tagetes erecta L.,Asteraceae,More often than Twice per week,20,38,Full sun location,59,7,Full sun
1384485,Cucurbita pepo L.,Cucurbitaceae,More often than Twice per week,20,35,Full sun location,58,7,Full sun
1385937,Zamioculcas zamiifolia (Lodd.) Engl.,Araceae,More often than Every 3 weeks,20,38,Partial sun location,38,4,Partial sun
1389510,Aegopodium podagraria L.,Apiaceae,More often than Every week,0,35,Partial sun location,58,4,Partial sun
1391192,Cirsium eriophorum (L.) Scop.,Asteraceae,More often than Every week,20,35,Full sun location,42,7,Full sun
1392475,Alliaria petiolata (M.Bieb.) Cavara & Grande,Brassicaceae,More often than Every week,20,35,Partial sun location,57,4,Partial sun
1393241,Hypericum calycinum L.,Hypericaceae,More often than Every 2-3 weeks,5,35,Full sun location,46,7,Full sun
1393393,Kniphofia uvaria (L.) Hook.,Asphodelaceae,More often than Every week,5,35,Full sun location,48,7,Full sun
1393423,Lamium album L.,Lamiaceae,More often than Every week,5,35,Partial sun location,49,4,Partial sun
1393425,Lamium maculatum (L.) L.,Lamiaceae,More often than Every week,5,35,Partial sun location,52,4,Partial sun
1393614,Liriodendron tulipifera L.,Magnoliaceae,More often than Every 1-2 weeks,5,35,Full sun location,42,7,Full sun
1394382,Anemone alpina L.,Ranunculaceae,More often than Every 1-2 weeks,15,20,Full sun location,59,7,Full sun
1394420,Anemone hepatica L.,Ranunculaceae,More often than Every week,2,32,Partial sun location,39,4,Partial sun
1355932,Pelargonium graveolens L'Hér.,Geraniaceae,More often than Every 1-2 weeks,20,38,Full sun location,38,7,Full sun
1355936,Cirsium arvense (L.) Scop.,Asteraceae,More often than Every week,0,35,Full sun location,59,7,Full sun
1355937,Cirsium vulgare (Savi) Ten.,Asteraceae,More often than Every week,20,35,Full sun location,44,7,Full sun
1355990,Mercurialis annua L.,Euphorbiaceae,More often than Every week,20,38,Full sun location,40,7,Full sun
1356022,Hypericum perforatum L.,Hypericaceae,More often than Every week,5,35,Full sun location,49,7,Full sun
1356257,Melilotus albus Medik.,Fabaceae,More often than Every week,20,38,Full sun location,41,7,Full sun
1356382,Dryopteris filix-mas (L.) Schott,Dryopteridaceae,More often than Twice per week,5,32,Partial sun location,54,4,Partial sun
1356781,Humulus lupulus L.,Cannabaceae,More often than Twice per week,0,35,Full sun location,56,7,Full sun
1357330,Calendula officinalis L.,Asteraceae,More often than Twice per week,20,38,Full sun location,50,7,Full sun
1357635,Helminthotheca echioides (L.) Holub,Asteraceae,More often than Every week,20,35,Full sun location,35,7,Full sun
1358094,Sedum acre L.,Crassulaceae,More often than Every 2-3 weeks,0,32,Full sun location,50,7,Full sun
1358095,Sedum album L.,Crassulaceae,More often than Every 2-3 weeks,20,35,Full sun location,39,7,Full sun
1358133,Sedum sediforme (Jacq.) Pau,Crassulaceae,More often than Every 2 weeks,5,25,Full sun location,47,7,Full sun
1358689,Hypericum androsaemum L.,Hypericaceae,More often than Every 1-2 weeks,5,35,Full sun location,43,7,Full sun
1358752,Lamium purpureum L.,Lamiaceae,More often than Every week,20,35,Partial sun location,56,4,Partial sun
1358766,Lavandula stoechas L.,Lamiaceae,More often than Every week,5,35,Full sun location,43,7,Full sun
1359498,Trifolium incarnatum L.,Fabaceae,More often than Every week,20,35,Full sun location,42,7,Full sun
1359517,Trifolium pratense L.,Fabaceae,More often than Every week,20,35,Full sun location,49,7,Full sun
1359616,Punica granatum L.,Lythraceae,More often than Every 1-2 weeks,5,38,Full sun location,59,7,Full sun
1359620,Alcea rosea L.,Malvaceae,More often than Every week,0,35,Full sun location,50,7,Full sun
1360978,Pancratium maritimum L.,Amaryllidaceae,More often than Every week,15,35,Full sun location,36,7,Full sun
1361656,Ophrys apifera Huds.,Orchidaceae,More often than Every 1-2 weeks,10,35,Partial sun location,55,4,Partial sun
1361823,Lamium galeobdolon (L.) L.,Lamiaceae,More often than Every week,20,35,Partial sun location,41,4,Partial sun
1361824,Lavandula angustifolia Mill.,Lamiaceae,More often than Every week,5,35,Full sun location,57,7,Full sun
1362490,Sedum rupestre L.,Crassulaceae,More often than Every week,10,35,Full sun location,41,7,Full sun
1363128,Papaver rhoeas L.,Papaveraceae,More often than Every week,20,35,Full sun location,58,7,Full sun
1363130,Papaver somniferum L.,Papaveraceae,More often than Twice per week,20,35,Full sun location,41,7,Full sun
1363227,Daucus carota L.,Apiaceae,More often than Twice per week,20,35,Full sun location,48,7,Full sun
1363336,Smilax aspera L.,Smilacaceae,More often than Every 3 weeks,15,38,Full sun location,39,7,Full sun
1363740,Trifolium repens L.,Fabaceae,More often than Every week,0,35,Full sun location,59,7,Full sun
1363764,Acacia dealbata Link,Fabaceae,More often than Every 1-2 weeks,15,38,Full sun location,48,7,Full sun
1363991,Fragaria vesca L.,Rosaceae,More often than Every week,5,35,Full sun location,39,7,Full sun
1364099,Centranthus ruber (L.) DC.,Caprifoliaceae,More often than Every week,20,35,Full sun location,57,7,Full sun
1364164,Lapsana communis L.,Asteraceae,More often than Every week,20,35,Partial sun location,36,4,Partial sun
1364173,Lactuca serriola L.,Asteraceae,More often than Every week,20,35,Full sun location,59,7,Full sun
1367432,Lupinus polyphyllus Lindl.,Fabaceae,More often than Every 1-2 weeks,0,35,Full sun location,44,7,Full sun
1369887,Trachelospermum jasminoides (Lindl.) Lem.,Apocynaceae,More often than Every week,15,38,Partial sun location,41,4,Partial sun
1374048,Tagetes erecta L.,Asteraceae,More often than Twice per week,20,38,Full sun location,58,7,Full sun
1384485,Cucurbita pepo L.,Cucurbitaceae,More often than Twice per week,20,35,Full sun location,45,7,Full sun
1385937,Zamioculcas zamiifolia (Lodd.) Engl.,Araceae,More often than Every 3 weeks,20,38,Partial sun location,49,4,Partial sun
1389510,Aegopodium podagraria L.,Apiaceae,More often than Every week,0,35,Partial sun location,43,4,Partial sun
1391192,Cirsium eriophorum (L.) Scop.,Asteraceae,More often than Every week,20,35,Full sun location,58,7,Full sun
1392475,Alliaria petiolata (M.Bieb.) Cavara & Grande,Brassicaceae,More often than Every week,20,35,Partial sun location,49,4,Partial sun
1393241,Hypericum calycinum L.,Hypericaceae,More often than Every 2-3 weeks,5,35,Full sun location,43,7,Full sun
1393393,Kniphofia uvaria (L.) Hook.,Asphodelaceae,More often than Every week,5,35,Full sun location,44,7,Full sun
1393423,Lamium album L.,Lamiaceae,More often than Every week,5,35,Partial sun location,52,4,Partial sun
1393425,Lamium maculatum (L.) L.,Lamiaceae,More often than Every week,5,35,Partial sun location,53,4,Partial sun
1393614,Liriodendron tulipifera L.,Magnoliaceae,More often than Every 1-2 weeks,5,35,Full sun location,49,7,Full sun
1394382,Anemone alpina L.,Ranunculaceae,More often than Every 1-2 weeks,15,20,Full sun location,21,7,Full sun
1394420,Anemone hepatica L.,Ranunculaceae,More often than Every week,2,32,Partial sun location,43,4,Partial sun
1355932,Pelargonium graveolens L'Hér.,Geraniaceae,More often than Every 1-2 weeks,20,38,Full sun location,59,7,Full sun
1355936,Cirsium arvense (L.) Scop.,Asteraceae,More often than Every week,0,35,Full sun location,39,7,Full sun
1355937,Cirsium vulgare (Savi) Ten.,Asteraceae,More often than Every week,20,35,Full sun location,49,7,Full sun
1355990,Mercurialis annua L.,Euphorbiaceae,More often than Every week,20,38,Full sun location,55,7,Full sun
1356022,Hypericum perforatum L.,Hypericaceae,More often than Every week,5,35,Full sun location,41,7,Full sun
1356257,Melilotus albus Medik.,Fabaceae,More often than Every week,20,38,Full sun location,46,7,Full sun
1356382,Dryopteris filix-mas (L.) Schott,Dryopteridaceae,More often than Twice per week,5,32,Partial sun location,33,4,Partial sun
1356781,Humulus lupulus L.,Cannabaceae,More often than Twice per week,0,35,Full sun location,44,7,Full sun
1357330,Calendula officinalis L.,Asteraceae,More often than Twice per week,20,38,Full sun location,56,7,Full sun
1357635,Helminthotheca echioides (L.) Holub,Asteraceae,More often than Every week,20,35,Full sun location,46,7,Full sun
1358094,Sedum acre L.,Crassulaceae,More often than Every 2-3 weeks,0,32,Full sun location,55,7,Full sun
1358095,Sedum album L.,Crassulaceae,More often than Every 2-3 weeks,20,35,Full sun location,44,7,Full sun
1358133,Sedum sediforme (Jacq.) Pau,Crassulaceae,More often than Every 2 weeks,5,25,Full sun location,31,7,Full sun
1358689,Hypericum androsaemum L.,Hypericaceae,More often than Every 1-2 weeks,5,35,Full sun location,48,7,Full sun
1358752,Lamium purpureum L.,Lamiaceae,More often than Every week,20,35,Partial sun location,52,4,Partial sun
1358766,Lavandula stoechas L.,Lamiaceae,More often than Every week,5,35,Full sun location,54,7,Full sun
1359498,Trifolium incarnatum L.,Fabaceae,More often than Every week,20,35,Full sun location,40,7,Full sun
1359517,Trifolium pratense L.,Fabaceae,More often than Every week,20,35,Full sun location,40,7,Full sun
1359616,Punica granatum L.,Lythraceae,More often than Every 1-2 weeks,5,38,Full sun location,51,7,Full sun
1359620,Alcea rosea L.,Malvaceae,More often than Every week,0,35,Full sun location,57,7,Full sun
1360978,Pancratium maritimum L.,Amaryllidaceae,More often than Every week,15,35,Full sun location,44,7,Full sun
1361656,Ophrys apifera Huds.,Orchidaceae,More often than Every 1-2 weeks,10,35,Partial sun location,53,4,Partial sun
1361823,Lamium galeobdolon (L.) L.,Lamiaceae,More often than Every week,20,35,Partial sun location,52,4,Partial sun
1361824,Lavandula angustifolia Mill.,Lamiaceae,More often than Every week,5,35,Full sun location,44,7,Full sun
1362490,Sedum rupestre L.,Crassulaceae,More often than Every week,10,35,Full sun location,36,7,Full sun
1363128,Papaver rhoeas L.,Papaveraceae,More often than Every week,20,35,Full sun location,41,7,Full sun
1363130,Papaver somniferum L.,Papaveraceae,More often than Twice per week,20,35,Full sun location,52,7,Full sun
1363227,Daucus carota L.,Apiaceae,More often than Twice per week,20,35,Full sun location,42,7,Full sun
1363336,Smilax aspera L.,Smilacaceae,More often than Every 3 weeks,15,38,Full sun location,49,7,Full sun
1363740,Trifolium repens L.,Fabaceae,More often than Every week,0,35,Full sun location,53,7,Full sun
1363764,Acacia dealbata Link,Fabaceae,More often than Every 1-2 weeks,15,38,Full sun location,58,7,Full sun
1363991,Fragaria vesca L.,Rosaceae,More often than Every week,5,35,Full sun location,39,7,Full sun
1364099,Centranthus ruber (L.) DC.,Caprifoliaceae,More often than Every week,20,35,Full sun location,58,7,Full sun
1364164,Lapsana communis L.,Asteraceae,More often than Every week,20,35,Partial sun location,49,4,Partial sun
1364173,Lactuca serriola L.,Asteraceae,More often than Every week,20,35,Full sun location,56,7,Full sun
1367432,Lupinus polyphyllus Lindl.,Fabaceae,More often than Every 1-2 weeks,0,35,Full sun location,51,7,Full sun
1369887,Trachelospermum jasminoides (Lindl.) Lem.,Apocynaceae,More often than Every week,15,38,Partial sun location,56,4,Partial sun
1374048,Tagetes erecta L.,Asteraceae,More often than Twice per week,20,38,Full sun location,45,7,Full sun
1384485,Cucurbita pepo L.,Cucurbitaceae,More often than Twice per week,20,35,Full sun location,44,7,Full sun
1385937,Zamioculcas zamiifolia (Lodd.) Engl.,Araceae,More often than Every 3 weeks,20,38,Partial sun location,45,4,Partial sun
1389510,Aegopodium podagraria L.,Apiaceae,More often than Every week,0,35,Partial sun location,38,4,Partial sun
1391192,Cirsium eriophorum (L.) Scop.,Asteraceae,More often than Every week,20,35,Full sun location,49,7,Full sun
1392475,Alliaria petiolata (M.Bieb.) Cavara & Grande,Brassicaceae,More often than Every week,20,35,Partial sun location,38,4,Partial sun
1393241,Hypericum calycinum L.,Hypericaceae,More often than Every 2-3 weeks,5,35,Full sun location,56,7,Full sun
1393393,Kniphofia uvaria (L.) Hook.,Asphodelaceae,More often than Every week,5,35,Full sun location,47,7,Full sun
1393423,Lamium album L.,Lamiaceae,More often than Every week,5,35,Partial sun location,58,4,Partial sun
1393425,Lamium maculatum (L.) L.,Lamiaceae,More often than Every week,5,35,Partial sun location,47,4,Partial sun
1393614,Liriodendron tulipifera L.,Magnoliaceae,More often than Every 1-2 weeks,5,35,Full sun location,55,7,Full sun
1394382,Anemone alpina L.,Ranunculaceae,More often than Every 1-2 weeks,15,20,Full sun location,26,7,Full sun
1394420,Anemone hepatica L.,Ranunculaceae,More often than Every week,2,32,Partial sun location,40,4,Partial sun
1355932,Pelargonium graveolens L'Hér.,Geraniaceae,Less often than Every 1-2 weeks,20,38,Full sun location,5,9,Full sun
1355936,Cirsium arvense (L.) Scop.,Asteraceae,Less often than Every week,0,35,Full sun location,-4,9,Full sun
1355937,Cirsium vulgare (Savi) Ten.,Asteraceae,Less often than Every week,20,35,Full sun location,-5,9,Full sun
1355990,Mercurialis annua L.,Euphorbiaceae,Less often than Every week,20,38,Full sun location,18,9,Full sun
1356022,Hypericum perforatum L.,Hypericaceae,Less often than Every week,5,35,Full sun location,3,9,Full sun
1356257,Melilotus albus Medik.,Fabaceae,Less often than Every week,20,38,Full sun location,18,9,Full sun
1356382,Dryopteris filix-mas (L.) Schott,Dryopteridaceae,Less often than Twice per week,5,32,Partial sun location,-6,6,Partial sun
1356781,Humulus lupulus L.,Cannabaceae,Less often than Twice per week,0,35,Full sun location,-5,9,Full sun
1357330,Calendula officinalis L.,Asteraceae,Less often than Twice per week,20,38,Full sun location,9,9,Full sun
1357635,Helminthotheca echioides (L.) Holub,Asteraceae,Less often than Every week,20,35,Full sun location,-5,9,Full sun
1358094,Sedum acre L.,Crassulaceae,Less often than Every 2-3 weeks,0,32,Full sun location,-7,9,Full sun
1358095,Sedum album L.,Crassulaceae,Less often than Every 2-3 weeks,20,35,Full sun location,-9,9,Full sun
1358133,Sedum sediforme (Jacq.) Pau,Crassulaceae,Less often than Every 2 weeks,5,25,Full sun location,-3,9,Full sun
1358689,Hypericum androsaemum L.,Hypericaceae,Less often than Every 1-2 weeks,5,35,Full sun location,-5,9,Full sun
1358752,Lamium purpureum L.,Lamiaceae,Less often than Every week,20,35,Partial sun location,4,6,Partial sun
1358766,Lavandula stoechas L.,Lamiaceae,Less often than Every week,5,35,Full sun location,-6,9,Full sun
1359498,Trifolium incarnatum L.,Fabaceae,Less often than Every week,20,35,Full sun location,-4,9,Full sun
1359517,Trifolium pratense L.,Fabaceae,More often than Every week,20,35,Full sun location,45,7,Full sun
1359616,Punica granatum L.,Lythraceae,Less often than Every 1-2 weeks,5,38,Full sun location,-2,9,Full sun
1359620,Alcea rosea L.,Malvaceae,Less often than Every week,0,35,Full sun location,-3,9,Full sun
1360978,Pancratium maritimum L.,Amaryllidaceae,Less often than Every week,15,35,Full sun location,14,9,Full sun
1361656,Ophrys apifera Huds.,Orchidaceae,Less often than Every 1-2 weeks,10,35,Partial sun location,-7,6,Partial sun
1361823,Lamium galeobdolon (L.) L.,Lamiaceae,Less often than Every week,20,35,Partial sun location,3,6,Partial sun
1361824,Lavandula angustifolia Mill.,Lamiaceae,Less often than Every week,5,35,Full sun location,3,9,Full sun
1362490,Sedum rupestre L.,Crassulaceae,Less often than Every week,10,35,Full sun location,-7,9,Full sun
1363128,Papaver rhoeas L.,Papaveraceae,Less often than Every week,20,35,Full sun location,-4,9,Full sun
1363130,Papaver somniferum L.,Papaveraceae,Less often than Twice per week,20,35,Full sun location,19,9,Full sun
1363227,Daucus carota L.,Apiaceae,Less often than Twice per week,20,35,Full sun location,8,9,Full sun
1363336,Smilax aspera L.,Smilacaceae,Less often than Every 3 weeks,15,38,Full sun location,-4,9,Full sun
1363740,Trifolium repens L.,Fabaceae,Less often than Every week,0,35,Full sun location,-3,9,Full sun
1363764,Acacia dealbata Link,Fabaceae,Less often than Every 1-2 weeks,15,38,Full sun location,-8,9,Full sun
1363991,Fragaria vesca L.,Rosaceae,Less often than Every week,5,35,Full sun location,-8,9,Full sun
1364099,Centranthus ruber (L.) DC.,Caprifoliaceae,Less often than Every week,20,35,Full sun location,-1,9,Full sun
