Plant ID,Plant Name,Family,Watering Frequency,Min Ideal Temperature in Celicius,Max Ideal Temperature in Celicius,Sunlight,Air temperature in Celicius
1389294,Nephrolepis cordifolia (L.) C.Presl,Nephrolepidaceae,Every week,20,38,Partial sun,28
1389297,Cereus jamacaru DC.,Cactaceae,Once per month,20,38,Full sun,26
1389307,Sedum pachyphyllum Rose,Crasulaceae,Every 3 weeks,20,38,Full sun,28
1389308,Sedum dendroideum Moc. & SessÃ© ex DC.,Crasulaceae,Every 2-3 weeks,20,38,Full sun,32
1389426,Liriodendron chinensis (Hemsl.) Sarg.,Magnoliaceae,,,,,0
1389442,Atocion rupestre (L.) B.Oxelman,Apiaceae,Every week,,,,0
1389492,Tagetes tenuifolia Cav.,Asteraceae,Twice per week,20,38,Full sun,28
1389510,Aegopodium podagraria L.,Apiaceae,Every week,0,35,Partial sun,8
1389553,Acacia melanoxylon R.Br.,Fabaceae,Every 1-2 weeks,20,38,Full sun,36
1389567,Acacia saligna (Labill.) H.L.Wendl.,Fabaceae,Every 2 weeks,15,38,Full sun,34
1389628,Patzkea paniculata (L.) G.H.Loos,Asclepiadaceae,,,,,0
1389630,Perovskia abrotanoides Kar.,Lamiaceae,,,,,0
1389633,Ophrys occidentalis (Scappaticci) Scappaticci & M.Demange,Orchidaceae,,,,,0
1389921,Erechtites hieraciifolius (L.) Raf. ex DC.,Asteraceae,,,,,0
1389966,Cenchrus longisetus M.C.Johnst.,Poaceae,Every week,20,35,Full sun,32
1390617,Nothofagus obliqua (Mirb.) Oerst.,Nothofagaceae,Every 2-3 weeks,15,32,Full sun,17
1390637,Calendula arvensis L.,Asteraceae,Every week,20,35,Full sun,34
1390956,Carthamus carduncellus L.,Asteraceae,,,,,0
1390957,Carthamus mitissimus L.,Asteraceae,,,,,0
1391110,Chaerophyllum aureum L.,Apiaceae,Every week,15,35,Partial sun,25
1391112,Chaerophyllum hirsutum L.,Apiaceae,Every week,15,32,Full sun,24
1391113,Chaerophyllum villarsii W.D.J.Koch,Apiaceae,Every week,15,32,Partial sun,30
1391167,Cirsium alsophilum (Pollini) Greuter,Asteraceae,Every week,,,,0
1391184,Cirsium canum (L.) All.,Asteraceae,Every week,5,25,Full sun,10
1391190,Cirsium dissectum (L.) Hill,Asteraceae,Every week,,,Full sun,0
1391192,Cirsium eriophorum (L.) Scop.,Asteraceae,Every week,20,35,Full sun,34
1391193,Cirsium erisithales (Jacq.) Scop.,Asteraceae,Every week,,,Full sun,0
1391197,Cirsium ferox (L.) DC.,Asteraceae,Every week,,,,0
1391198,Cirsium filipendulum Lange,Asteraceae,,,,,0
1391206,Cirsium glabrum DC.,Asteraceae,,,,,0
1391209,Cirsium heterophyllum (L.) Hill,Asteraceae,Every week,,,Full sun,0
1391221,Cirsium morisianum Rchb.f.,Asteraceae,,,,,0
1391226,Cirsium oleraceum (L.) Scop.,Asteraceae,Every week,0,32,Full sun,30
1391235,Cirsium rivulare (Jacq.) All.,Asteraceae,Every week,5,35,Full sun,10
1391250,Cirsium tuberosum (L.) All.,Asteraceae,Every week,0,35,Full sun,13
1391326,Collomia grandiflora Douglas ex Lindl.,Polemoniaceae,Every week,20,35,Full sun,28
1391483,Cucurbita maxima Duchesne,Cucurbitaceae,Twice per week,20,38,Full sun,24
1391498,Cymbalaria aequitriloba (Viv.) A.Chev.,Scrophulariaceae,Every week,20,38,Full sun,32
1391499,Cymbalaria hepaticifolia (Poir.) Wettst.,Scrophulariaceae,Every week,20,38,Full sun,29
1391529,Cytinus hypocistis (L.) L.,Cytinaceae,Every week,,,Full sun,0
1391530,Cytinus ruber Fritsch,Cytinaceae,Every week,15,35,Full sun,15
1391648,Daphne alpina L.,Thymelaeaceae,Every 2-3 weeks,15,35,Full sun,26
1391649,Daphne cneorum L.,Thymelaeaceae,Every 2-3 weeks,5,35,Partial sun,5
1391652,Daphne mezereum L.,Thymelaeaceae,Every 3 weeks,5,35,Partial sun,25
1391654,Daphne striata Tratt.,Thymelaeaceae,Every week,15,35,Partial sun,25
1391762,Dorotheanthus bellidiformis (Burm.f.) N.E.Br.,Aizoaceae,,,,,0
1391797,Dryas octopetala L.,Rosaceae,Every week,0,25,Full sun,5
1391805,Dryopteris carthusiana (Vill.) H.P.Fuchs,Dryopteridaceae,Every week,10,32,Partial sun,26
1391807,Dryopteris cristata (L.) A.Gray,Dryopteridaceae,Every week,0,32,Partial sun,19
1391809,Dryopteris dilatata (Hoffm.) A.Gray,Dryopteridaceae,Twice per week,5,32,Partial sun,16
1391810,Dryopteris expansa (C.Presl) Fraser-Jenk. & Jermy,Dryopteridaceae,Every week,20,35,Partial sun,32
1391821,Dryopteris villarii (Bellardi) Woyn. ex Schinz & Thell.,Dryopteridaceae,Twice per week,20,38,Full shade,34
1391868,Empetrum nigrum L.,Ericaceae,Every week,0,32,Full sun,8
1391953,Epipactis atrorubens (Hoffm.) Besser,Orchidaceae,Every week,0,21,Full sun,15
1391960,Epipactis leptochila (Godfery) Godfery,Orchidaceae,,,,,0
1391961,Epipactis microphylla (Ehrh.) Sw.,Orchidaceae,Every week,0,25,Partial sun,0
1391962,Epipactis muelleri Godfery,Orchidaceae,Every week,0,25,Full shade,4
1391963,Epipactis palustris (L.) Crantz,Orchidaceae,Every 1-2 weeks,10,35,Full sun,10
1391964,Epipactis phyllanthes G.E.Sm.,Orchidaceae,Every week,0,25,Partial sun,5
1391967,Epipactis purpurata Sm.,Orchidaceae,,,,,0
1392093,Erucastrum gallicum (Willd.) O.E.Schulz,Brassicaceae,Every week,20,38,Full sun,33
1392094,Erucastrum incanum (L.) W.D.J.Koch,Brassicaceae,,,,,0
1392096,Erucastrum nasturtiifolium (Poir.) O.E.Schulz,Brassicaceae,Every week,20,38,Full sun,23
1392254,Fedia graciliflora Fisch. & C.A.Mey.,Valerianaceae,Every week,20,35,Full sun,27
1392361,Fragaria moschata Weston,Rosaceae,Every week,5,35,Full sun,13
1392365,Freesia x hybrida L.H.Bailey,Iridaceae,Every week,,,,0
1392418,Galega orientalis Lam.,Fabaceae,Every week,20,35,Full sun,23
1392475,Alliaria petiolata (M.Bieb.) Cavara & Grande,Brassicaceae,Every week,20,35,Partial sun,32
1392601,Geropogon hybridus (L.) Sch.Bip.,Asteraceae,Every week,20,35,Full sun,22
1392653,Gomphocarpus fruticosus (L.) R.Br.,Asclepiadaceae,Every 1-2 weeks,20,38,Full sun,35
1392654,Gomphocarpus physocarpus E.Mey.,Asclepiadaceae,Every week,20,41,Full sun,36
1392658,Guizotia abyssinica (L.f.) Cass.,Asteraceae,Every week,20,35,Full sun,28
1392689,Hebe andersonii (Lindl. & Paxton) Cockayne,Scrophulariaceae,,,,,0
1392690,Hebe brachysiphon Summerh.,Scrophulariaceae,,,,,0
1392691,Hebe ochracea Ashwin,Scrophulariaceae,,,,,0
1392695,Hebe salicifolia (G.Forst.) Pennell,Scrophulariaceae,,,,,0
1392730,Helicodiceros muscivorus (L.f.) Engl.,Araceae,Every week,,,Partial sun,0
1392777,Hippophae rhamnoides L.,Elaeagnaceae,Every 2 weeks,0,32,Full sun,0
1393241,Hypericum calycinum L.,Hypericaceae,Every 2-3 weeks,5,35,Full sun,7
1393242,Hypericum coris L.,Hypericaceae,,,,,0
1393245,Hypericum elodes L.,Hypericaceae,,,,,0
1393248,Hypericum x inodorum Mill.,Hypericaceae,,,,,0
1393250,Hypericum maculatum Crantz,Hypericaceae,Every week,0,21,Full sun,9
1393253,Hypericum nummularium L.,Hypericaceae,Every 3 weeks,10,35,Full sun,32
1393254,Hypericum pulchrum L.,Hypericaceae,Every week,5,25,Full sun,20
1393257,Hypericum richeri Vill.,Hypericaceae,Every week,10,35,Full sun,28
1393294,Dierama pulcherrimum (Hook.f.) Baker,Iridaceae,Every week,15,35,Full sun,15
1393322,Iva xanthiifolia Nutt.,Asteraceae,,,,,0
1393393,Kniphofia uvaria (L.) Hook.,Asphodelaceae,Every week,5,35,Full sun,8
1393414,Lactuca alpina (L.) Benth. & Hook.f.,Asteraceae,,,,,0
1393416,Lactuca macrophylla (Willd.) A.Gray,Asteraceae,,,,,0
1393418,Lactuca viminea (L.) J.Presl & C.Presl,Asteraceae,Every 2-3 weeks,20,35,Full sun,21
1393423,Lamium album L.,Lamiaceae,Every week,5,35,Partial sun,12
1393425,Lamium maculatum (L.) L.,Lamiaceae,Every week,5,35,Partial sun,11
1393449,Lathraea clandestina L.,Orobanchaceae,Every week,15,32,Partial sun,19
1393450,Lathraea squamaria L.,Orobanchaceae,Every week,15,32,Full shade,25
1393465,Lavandula x intermedia Emeric ex Loisel.,Lamiaceae,,,,,0
1393466,Lavandula latifolia Medik.,Lamiaceae,Every 1-2 weeks,10,35,Full sun,31
1393537,Limnanthes douglasii R.Br.,Limnanthaceae,Every week,20,35,Full sun,29
1393614,Liriodendron tulipifera L.,Magnoliaceae,Every 1-2 weeks,5,35,Full sun,17
1393654,Lupinus arboreus Sims,Fabaceae,Every week,15,35,Full sun,29
1393656,Lupinus x regalis Bergmans,Fabaceae,,,,,0
1393725,Maianthemum bifolium (L.) F.W.Schmidt,Asparagaceae,Every week,0,32,Partial sun,22
1393789,Melilotus altissimus Thuill.,Fabaceae,Every week,20,38,Full sun,34
1393792,Melilotus officinalis (L.) Lam.,Fabaceae,Every week,20,35,Full sun,28
1393796,Melilotus spicatus (Sm.) Breistr.,Fabaceae,,,,,0
1393818,Mercurialis ambigua L.f.,Euphorbiaceae,,,,,0
1393823,Mercurialis tomentosa L.,Euphorbiaceae,Every week,20,41,Full sun,34
1393846,Moehringia ciliata (Scop.) Dalla Torre,Caryophyllaceae,Every week,,,Partial sun,0
1393850,Moehringia muscosa L.,Caryophyllaceae,Every week,10,35,Full sun,24
1393851,Moehringia pentandra J.Gay,Caryophyllaceae,,,,,0
1393933,Narthecium ossifragum (L.) Huds.,Nartheciaceae,Every week,5,25,Full sun,9
1393945,Neotinea lactea (Poir.) R.M.Bateman - Pridgeon & M.W.Chase,Orchidaceae,Every week,5,32,Partial sun,24
1393946,Neotinea ustulata (L.) R.M.Bateman - Pridgeon & M.W.Chase,Orchidaceae,Every week,5,32,Partial sun,17
1393965,Noccaea caerulescens (J.Presl & C.Presl) F.K.Mey.,Brassicaceae,Every week,,,Full sun,0
1393967,Noccaea montana (L.) F.K.Mey.,Brassicaceae,,,,,0
1393968,Noccaea rotundifolia (L.) Moench,Brassicaceae,,,,,0
1393980,Nymphaea candida C.Presl,Nymphaeaceae,Every week,5,32,Full sun,29
1393981,Nymphoides peltata (S.G.Gmel.) Kuntze,Menyanthaceae,Every week,5,35,Full sun,18
1394072,Ophrys arachnitiformis Gren. & M.Philippe,Orchidaceae,,,,,0
1394073,Ophrys aranifera Huds.,Orchidaceae,,,,,0
1394077,Ophrys aveyronensis (J.J.Wood) P.Delforge,Orchidaceae,,,,,0
1394078,Ophrys aymoninii (Breistr.) Buttler,Orchidaceae,,,,,0
1394082,Ophrys bertolonii Moretti,Orchidaceae,Every week,10,35,Full sun,10
1394088,Ophrys catalaunica O.Danesch & E.Danesch,Orchidaceae,,,,,0
1394114,Ophrys exaltata Ten.,Orchidaceae,,,,,0
1394120,Ophrys fuciflora (F.W.Schmidt) Moench,Orchidaceae,Every 1-2 weeks,10,35,Partial sun,24
1394128,Ophrys incubacea Bianca,Orchidaceae,,,,,0
1394143,Ophrys lupercalis Devillers & Devillers-Tersch.,Orchidaceae,,,,,0
1394153,Ophrys morisii (Martelli) SoÃ³,Orchidaceae,,,,,0
1394164,Ophrys passionis Sennen,Orchidaceae,,,,,0
1394169,Ophrys provincialis (Baumann & KÃ¼nkele) Paulus,Orchidaceae,,,,,0
1394183,Ophrys saratoi E.G.Camus,Orchidaceae,,,,,0
1394189,Ophrys sulcata Devillers & Devillers-Tersch.,Orchidaceae,,,,,0
1394313,Oreopteris limbosperma (Bellardi ex All.) Holub,Thelypteridaceae,,,,,0
1394378,Anemone x hybrida Paxton,Ranunculaceae,,,,,0
1394382,Anemone alpina L.,Ranunculaceae,,,,,0
1394383,Pancratium illyricum L.,Amaryllidaceae,Every week,15,35,Full sun,15
1394394,Anemone apennina L.,Ranunculaceae,Every week,10,35,Full sun,25
1394396,Anemone baldensis L.,Ranunculaceae,Every week,5,32,Full sun,29
1394399,Papaver alpinum L.,Papaveraceae,Every week,20,35,Full sun,26
1394401,Papaver croceum Ledeb.,Papaveraceae,,,,,0
1394404,Papaver orientale L.,Papaveraceae,Every week,20,35,Full sun,20
1394405,Papaver pseudoorientale (Fedde) Medw.,Papaveraceae,,,,,0
1394406,Papaver rhaeticum Leresche,Papaveraceae,,,,,0
1394418,Anemone halleri All.,Ranunculaceae,,,,,0
1394420,Anemone hepatica L.,Ranunculaceae,,,,,0
1394453,Pelargonium x hybridum (L.) Aiton,Geraniaceae,,,,,0
1394454,Pelargonium inquinans (L.) Aiton,Geraniaceae,,,,,0
1394455,Pelargonium peltatum (L.) Aiton,Geraniaceae,Every 1-2 weeks,20,38,Full sun,35
1394457,Anemone montana Hoppe,Ranunculaceae,,,,,0
1394460,Anemone nemorosa L.,Ranunculaceae,Every week,5,32,Partial sun,9
1394489,Anemone pulsatilla L.,Ranunculaceae,,,,,0
1394498,Anemone rubra Lam.,Ranunculaceae,,,,,0
1394502,Phedimus stellatus (L.) Raf.,Crassulaceae,,,,,0
1394504,Anemone sylvestris L.,Ranunculaceae,Every week,5,32,Partial sun,21
1394508,Anemone trifolia L.,Ranunculaceae,Every 1-2 weeks,5,32,Full sun,31
1394513,Anemone vernalis L.,Ranunculaceae,,,,,0
1394549,Angelica heterocarpa J.Lloyd,Apiaceae,,,,,0
1394580,Angelica razulii Gouan,Apiaceae,,,,,0
1394591,Angelica sylvestris L.,Apiaceae,Every week,20,35,Full sun,23
1394648,Pleurospermum austriacum (L.) Hoffm.,Apiaceae,,,,,0
1394714,Sasa palmata (Burb.) Camus,Poaceae,Every 1-2 weeks,,,Full sun,0
1394759,Anthericum ramosum L.,Asparagaceae,Every week,5,25,Full sun,23
1394994,Pyracantha coccinea M.Roem.,Rosaceae,Every 1-2 weeks,10,35,Full sun,29
1394995,Pyracantha rogersiana (A.B.Jacks.) Coltm.-Rog.,Rosaceae,Every week,10,35,Full sun,26
1395391,Holodiscus discolor (Pursh) Maxim.,Rosaceae,Every week,10,35,Full sun,19
1395720,Sagittaria graminea Michx.,Alismataceae,Every week,20,35,Full sun,21
1395721,Sagittaria latifolia Willd.,Alismataceae,Twice per week,10,35,Full sun,10
1395722,Sagittaria sagittifolia L.,Alismataceae,Every week,10,35,Full sun,10
1396133,Diascia rigescens E.Mey. ex Benth.,Scrophulariaceae,Every week,20,38,Full sun,25
1396134,Diascia vigilis Hilliard & Burtt,Scrophulariaceae,,,,,0
1396143,Sedum sarmentosum Bunge,Crassulaceae,Every 3 weeks,5,35,Full sun,25
1396144,Sedum alpestre Vill.,Crassulaceae,Every 3 weeks,20,38,Full sun,23
1396145,Sedum annuum L.,Crassulaceae,Every week,20,38,Full sun,25
1396156,Sedum kamtschaticum Fisch. & C.A.Mey.,Crassulaceae,Every week,5,35,Full sun,29
1396159,Sedum mexicanum Britton,Crassulaceae,,,,,0
1396161,Sedum ochroleucum Chaix,Crassulaceae,,,,,0
1396165,Sedum sexangulare L.,Crassulaceae,Every week,0,32,Full sun,30
1396708,Metasequoia glyptostroboides Hu & W.C.Cheng,Cupressaceae,Every 1-2 weeks,5,35,Full sun,9
1396713,Telekia speciosa (Schreb.) Baumg.,Asteraceae,Every week,0,32,Partial sun,7
1396754,Thesium alpinum L.,Santalaceae,Every week,,,Full sun,0
1396758,Thesium linophyllon L.,Santalaceae,Every week,,,Full sun,0
1396823,Tradescantia x andersoniana F.Ludw. & Rohweder,Commelinaceae,,,,,0
1396824,Tradescantia virginiana L.,Commelinaceae,Every week,5,35,Partial sun,12
1396842,Trifolium alpestre L.,Fabaceae,Every week,10,35,Full sun,24
1396843,Trifolium alpinum L.,Fabaceae,Every week,5,25,Full sun,20
1396858,Trifolium pallescens Schreb.,Fabaceae,Every week,20,38,Full sun,22
1396867,Trifolium spadiceum L.,Fabaceae,,,,,0
1396869,Trifolium thalii Vill.,Fabaceae,,,,,0
1397208,Viscaria alpina (L.) G.Don,Caryophyllaceae,,,,,0
1397209,Viscaria vulgaris Bernh.,Caryophyllaceae,Every week,0,32,Full sun,17
1397268,Anemone hupehensis (Lemoine) Lemoine,Ranunculaceae,Every week,5,32,Full sun,21
1397269,Anemone vitifolia Buch.-Ham. ex DC.,Ranunculaceae,,,,,0
1397303,Adenostyles alpina (L.) Bluff & Fingerh.,Asteraceae,Every week,,,,0
1397305,Alcea biennis Winterl,Malvaceae,,,,,0
1397311,Anemone narcissiflora L.,Ranunculaceae,,,,,0
1397312,Anemone ranunculoides L.,Ranunculaceae,Every week,10,38,Partial sun,17
1397313,Angelica archangelica L.,Apiaceae,Every week,20,35,Full sun,26
1397349,Chaerophyllum bulbosum L.,Apiaceae,Every week,20,35,Full sun,20
1397351,Cirsium acaulon (L.) Scop.,Asteraceae,,,,,0
1397352,Cirsium spinosissimum (L.) Scop.,Asteraceae,Every week,10,32,Full sun,21
1397364,Cymbalaria muralis P.Gaertn. - B.Mey. & Scherb.,Scrophulariaceae,Twice per week,20,38,Partial sun,24
1397379,Eritrichium nanum (L.) Schrad. ex Gaudin,Boraginaceae,Every week,,,Full sun,0
1397387,Fragaria viridis Weston,Rosaceae,Every week,5,35,Full sun,25
1397403,Honckenya peploides (L.) Ehrh.,Portulacaceae,Every week,0,32,Full sun,18
1397407,Hypericum hyssopifolium Chaix,Hypericaceae,,,,,0
1397408,Hypericum mutilum L.,Hypericaceae,Every week,20,38,Partial sun,26
1397420,Lactuca perennis L.,Asteraceae,Every week,5,35,Full sun,6
1397491,Sedum atratum L.,Crassulaceae,Every 3 weeks,20,38,Full sun,23
1397510,Thesium pyrenaicum Pourr.,Santalaceae,Every week,,,,0
1397514,Trifolium medium L.,Fabaceae,Every week,20,38,Full sun,34
1397515,Trinia glauca (L.) Dumort.,Apiaceae,Every week,,,Full sun,0
1397550,Sedum montanum Perrier & Songeon,Crassulaceae,,,,,0
1397551,Trifolium badium Schreb.,Fabaceae,Every week,20,38,Full sun,37
1397556,Freesia refracta (Jacq.) Eckl. ex Klatt,Iridaceae,Every week,15,35,Full sun,16
1397585,Freesia alba (G.L.Mey.) Grumbleton,Iridaceae,,,,,0
1397598,Cobaea scandens Cav.,Polemoniaceae,Every week,20,38,Full sun,25
1397613,Fragaria virginiana Duchesne,Rosaceae,Twice per week,5,35,Full sun,5
1397841,Anemone pratensis L.,Ranunculaceae,,,,,0
1397959,Sagittaria lancifolia L.,Alismataceae,Twice per week,5,38,Full sun,15
1398041,Neotinea tridentata (Scop.) R.M.Bateman - Pridgeon & M.W.Chase,Orchidaceae,Every week,5,32,Full sun,27
1398111,Adenostyles alliariae (Gouan) A.Kern.,Asteraceae,Every week,10,25,Full sun,19
1398125,Ophrys pseudoscolopax (Moggr.) Paulus & Gack,Orchidaceae,,,,,0
1398128,Sedum palmeri S.Watson,Crassulaceae,Every 2-3 weeks,15,35,Full sun,32
1398130,Hypericum olympicum L.,Hypericaceae,Twice per week,10,35,Full sun,13
1398178,Tradescantia zebrina Bosse,Commelinaceae,Every week,20,38,Partial sun,37
1398196,Dryopteris erythrosora (Eaton) Kuntze,Woodsiaceae,Twice per week,5,35,Partial sun,22
1398274,Adenostyles leucophylla (Willd.) Rchb.,Asteraceae,Every week,,,Partial sun,0
1398326,Calycanthus floridus L.,Calycanthaceae,Twice per week,5,35,Partial sun,15
1398333,Phyllanthus niruri L.,Phyllanthaceae,Every week,20,38,Full sun,36
1398355,Ophrys araneola sensu auct.plur.,Orchidaceae,,,,,0
1398444,Anemone blanda Schott & Kotschy,Ranunculaceae,Every week,5,32,Full sun,13
1398447,Aralia elata (Miq.) Seem.,Araliaceae,Every 3 weeks,5,35,Partial sun,24
1398469,Ophrys virescens Philippe,Orchidaceae,,,,,0
1398480,Clethra alnifolia L.,Clethraceae,Every 1-2 weeks,0,35,Partial sun,20
1398494,Corispermum pallasii Steven,Amaranthaceae,,,,,0
1398513,Hypericum patulum Thunb.,Hypericaceae,Every 2 weeks,0,32,Partial sun,0
1398515,Hypericum x hidcoteense Hilling ex Geerinck,Hypericaceae,,,,,0
1398526,Lupinus nootkatensis Donn ex Sims,Fabaceae,Every week,5,32,Full sun,14
1398567,Smilax rotundifolia L.,Smilacaceae,Every 3 weeks,5,35,Partial sun,5
1398592,Perovskia atriplicifolia Benth.,Lamiaceae,Every week,5,35,Full sun,10
1398608,Nothofagus antarctica (G.Forst.) Oerst.,Nothofagaceae,Every 3 weeks,15,32,Full sun,29
1398615,Iva annua L.,Asteraceae,Every week,20,35,Full sun,26
1398700,Dryopteris fragrans (L.) Schott,Dryopteridaceae,Every week,20,38,Partial sun,27
1398805,Neotinea conica (Willd.) R.M.Bateman,Orchidaceae,,,,,0
1398830,Tetraclinis articulata (Vahl) Mast.,Cupressaceae,Every 1-2 weeks,20,35,Full sun,33
1399063,Alcea setosa (Boiss.) Alef.,Malvaceae,,,,,0
1399141,Chaerophyllum aromaticum L.,Apiaceae,,,,,0
1399145,Cucurbita moschata Duchesne,Cucurbitaceae,Twice per week,20,38,Full sun,29
1399157,Daphne sericea Vahl,Thymelaeaceae,,,,,0
1399231,Lamium orvala L.,Lamiaceae,Every week,20,35,Partial sun,29
1399338,Paederota bonarota (L.) L.,Plantaginaceae,,,,,0
1399384,Rhodothamnus chamaecistus (L.) Rchb.,Ericaceae,Every week,,,Full sun,0
1399667,Ophrys lunulata Parl.,Orchidaceae,Every week,20,38,,27
1399783,Schefflera actinophylla Harms,Araliaceae,Every 1-2 weeks,20,38,Partial sun,32
1399803,Astydamia latifolia Baill.,Apiaceae,Twice per week,,,Full sun,0
1399804,Lavandula pinnata Moench,Lamiaceae,Every week,20,38,Full sun,27
1399920,Angelica atropurpurea L.,Apiaceae,Every week,5,32,Partial sun,14
1400060,Acacia pravissima F.Muell.,Fabaceae,Every 1-2 weeks,20,38,Full sun,33
1400080,Adonis pyrenaica DC.,Ranunculaceae,,,,,0
1400081,Adonis vernalis L.,Ranunculaceae,Every week,0,32,Full sun,6
1400096,Barbarea rupicola Moris,Brassicaceae,,,,,0
1400100,Barbarea vulgaris R.Br.,Brassicaceae,Every week,20,35,Full sun,26
1400104,Acacia baileyana F.Muell.,Fabaceae,Every 2-3 weeks,20,38,Full sun,34
1400110,Bellium bellidioides L.,Asteraceae,,,,,0
1400471,Bocoa prouacensis Aubl.,Fabaceae,Every 2-3 weeks,,,Full sun,0
1400478,Nephrolepis biserrata (Sw.) Schott,Nephrolepidaceae,Every week,20,38,Partial sun,29
1400798,Vanilla pompona Schiede,Orchidaceae,Every week,20,38,Partial sun,25
1400844,Guatteria anteridifera Scharf & Maas,Annonaceae,,,,,0
1401141,Caraipa densifolia Mart.,Calophyllaceae,Every 2-3 weeks,,,Full sun,0
1401148,Caraipa punctulata Ducke,Calophyllaceae,Every 2-3 weeks,,,Full sun,0
1401211,Vismia cayennensis (Jacq.) Pers.,Hypericaceae,Every 2-3 weeks,,,Full sun,0
1401216,Vismia macrophylla Kunth,Hypericaceae,,,,,0
1401222,Vismia sessilifolia (Aubl.) Choisy,Hypericaceae,,,,,0
1401242,Dryopteris wallichiana (Spreng.) Hyl.,Dryopteridaceae,Twice per week,15,35,Partial sun,33
1401701,Xylopia frutescens Aubl.,Annonaceae,,,,,0
1401711,Xylopia nitida Dunal,Annonaceae,,,,,0
1401718,Xylopia sericea A.St.-Hil.,Annonaceae,,,,,0
1401735,Phyllanthus urinaria L.,Phyllanthaceae,Every week,20,38,Partial sun,25
1401736,Pogonophora schomburgkiana Miers ex Benth.,Euphorbiaceae,Every week,,,Full sun,0
1401737,Sagotia racemosa Baill.,Euphorbiaceae,Every 2-3 weeks,20,41,Full sun,35
1401883,Bonafousia undulata (Vahl) A.DC.,Apocynaceae,,,,,0
1402303,Guarea gomma Pulle,Meliaceae,,,,,0
1402356,Nymphoides indica (L.) Kuntze,Menyanthaceae,Every week,15,38,Full sun,34
1402423,Anthurium hookeri Kunth,Araceae,Every week,20,38,Partial sun,30
1402433,Anthurium jenmanii Engl.,Araceae,,,,,0
1402464,Anthurium scandens (Aubl.) Engl.,Araceae,Twice per week,20,41,Partial sun,22
1402576,Dracontium polyphyllum L.,Araceae,,,,,0
1402811,Crotalaria retusa L.,Fabaceae,Every week,20,38,Full sun,29
1402920,Peperomia magnoliifolia (Jacq.) A.Dietr.,Piperaceae,,,,,0
1402921,Peperomia obtusifolia (L.) A.Dietr.,Piperaceae,Every week,20,38,Full shade,32
1402924,Peperomia quadrangularis (J.V.Thomps.) A.Dietr.,Piperaceae,,,,,0
1402925,Peperomia rotundifolia (L.) Kunth,Piperaceae,Twice per week,20,38,Partial sun,27
1402926,Peperomia serpens (Sw.) Loudon,Piperaceae,Twice per week,20,38,Partial sun,22
1403272,Declieuxia fruticosa (Willd. ex Roem. & Schult.) Kuntze,Rubiaceae,,,,,0
